developer,sentiment_analysis
Klei Entertainment,0
Klei Entertainment,1
Klei Entertainment,1
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,0
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,0
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,0
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,0
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,1
Klei Entertainment,2
Klei Entertainment,0
Klei Entertainment,2
Klei Entertainment,1
Black Forest Games,1
"Antanas Marcelionis,Renė Petrulienė",2
Eyemobi Ltd.,2
"Fabio Ferrara,Giulia Airoldi",1
MiniBoss,2
MiniBoss,2
MiniBoss,1
MiniBoss,2
MiniBoss,0
MiniBoss,2
MiniBoss,1
"Chad Close,Kyle Weik",2
Fabio Ferrara,1
Fabio Ferrara,2
Fabio Ferrara,2
Fabio Ferrara,1
Fabio Ferrara,2
Fabio Ferrara,0
Fabio Ferrara,0
Fabio Ferrara,2
Fabio Ferrara,1
Fabio Ferrara,1
Crate Entertainment,2
Crate Entertainment,2
Crate Entertainment,2
Crate Entertainment,1
Crate Entertainment,1
Crate Entertainment,1
Crate Entertainment,2
Crate Entertainment,2
Shield Break Studios,2
Robotronic Games,2
Robotronic Games,2
Robotronic Games,1
Robotronic Games,2
Robotronic Games,2
Robotronic Games,1
Robotronic Games,2
Redshift,2
Vae Victis Games,2
Vae Victis Games,2
Vae Victis Games,1
Egamea Game Studios,1
Egamea Game Studios,2
Dark Day Interactive,2
Dark Day Interactive,1
Red Hook Studios,2
Red Hook Studios,0
Red Hook Studios,1
Red Hook Studios,2
Red Hook Studios,0
Red Hook Studios,1
Red Hook Studios,1
Red Hook Studios,0
Red Hook Studios,2
Red Hook Studios,2
Red Hook Studios,1
Red Hook Studios,0
Red Hook Studios,1
Red Hook Studios,0
Red Hook Studios,0
Red Hook Studios,1
Red Hook Studios,2
Red Hook Studios,0
Red Hook Studios,2
Red Hook Studios,2
Red Hook Studios,0
Red Hook Studios,1
Red Hook Studios,0
Cybertime System,0
Cybertime System,1
Cybertime System,2
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",1
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",1
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",1
"Rocketeer Games Studio, LLC",2
"Rocketeer Games Studio, LLC",2
Gravity Interactive,0
"Fabio Ferrara,Giulia Airoldi",1
Orlyapps,2
Orlyapps,2
Orlyapps,2
Orlyapps,2
Orlyapps,1
Hellbent Games,2
webgames,2
"Jundroo, LLC",1
"Jundroo, LLC",2
"Jundroo, LLC",0
"Iguana Entertainment,Nightdive Studios",2
Cavedog Entertainment,2
Cavedog Entertainment,2
Cavedog Entertainment,0
Stygian Software,1
Stygian Software,2
StudioGIW,2
Offworld Industries,2
Offworld Industries,1
Offworld Industries,2
Offworld Industries,2
Offworld Industries,2
Offworld Industries,2
Offworld Industries,0
Offworld Industries,1
Offworld Industries,2
Travian Games GmbH,1
GDT Limited,2
"Olde Sküül,Sculptured Software",2
Bluehole Ginno Games,2
Bluehole Ginno Games,1
Outerminds Inc.,2
Square Enix,2
Square Enix,2
DotEmu,2
"Virtual Basement LLC,Code Headquarters LLC",1
"Virtual Basement LLC,Code Headquarters LLC",2
"Virtual Basement LLC,Code Headquarters LLC",2
"Virtual Basement LLC,Code Headquarters LLC",2
"Virtual Basement LLC,Code Headquarters LLC",2
Cherry Pop Games,1
Vlambeer,1
Vlambeer,1
Vlambeer,2
Vlambeer,2
Vlambeer,2
Vlambeer,0
Vlambeer,2
Vlambeer,1
Vlambeer,2
Vlambeer,2
Vlambeer,2
Vlambeer,1
Vlambeer,2
Vlambeer,1
Vlambeer,2
Vlambeer,1
Vlambeer,2
Vlambeer,0
Vlambeer,1
Vlambeer,1
Vlambeer,2
Vlambeer,1
Vlambeer,2
Vlambeer,1
Vlambeer,2
Vlambeer,2
Vlambeer,1
Vlambeer,1
Arrowhead Game Studios,2
Arrowhead Game Studios,2
isTom Games Kft.,1
isTom Games Kft.,2
isTom Games Kft.,1
isTom Games Kft.,1
Crows Crows Crows,2
Crows Crows Crows,1
Crows Crows Crows,2
Crows Crows Crows,1
Crows Crows Crows,2
Crows Crows Crows,2
Crows Crows Crows,1
Crows Crows Crows,2
Crows Crows Crows,2
Crows Crows Crows,1
Crows Crows Crows,2
Crows Crows Crows,2
Crows Crows Crows,2
Hosted Games,2
Fatshark,1
Fatshark,1
Fatshark,2
Fatshark,1
"PolarityFlow,Adrian Zingg",2
Ronimo Games,1
Ubisoft Montreal,0
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,0
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,0
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Afterthought LLC,2
NIKITA ONLINE,2
NIKITA ONLINE,2
"Klei Entertainment,Capybara Games",2
"Klei Entertainment,Capybara Games",2
"Klei Entertainment,Capybara Games",2
"Klei Entertainment,Capybara Games",2
Eyzi,1
Eyzi,1
Eyzi,1
Eyzi,0
Eyzi,0
Eyzi,2
Eyzi,1
Eyzi,1
Eyzi,2
Eyzi,1
Eyzi,1
Eyzi,0
Eyzi,1
Eyzi,1
Blue Byte,1
Blue Byte,1
Blue Byte,1
Ubisoft - San Francisco,2
VisualArts/Key,2
Very Simple Idea Studios,2
"Ben 'Yahtzee' Croshaw,Collected Worlds",1
Hosted Games,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,0
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,0
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,0
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,0
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,0
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,0
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,0
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,0
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,0
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,0
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,0
Kyle Seeley,0
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
Kyle Seeley,1
Kyle Seeley,2
Kyle Seeley,1
MuHa Games,1
CreativeForge Games,2
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2
Dharker Studio,1
Dharker Studio,2
ICE Entertainment,1
ICE Entertainment,2
ICE Entertainment,2
ICE Entertainment,2
"CAVE Interactive CO.,LTD.",2
"Relic Entertainment,THQ Nordic",2
Shumkov Dmitriy,2
Shumkov Dmitriy,0
"Space Cat Studios,SnowFlame,Back To Basics Gaming",2
"Space Cat Studios,SnowFlame,Back To Basics Gaming",1
"Space Cat Studios,SnowFlame,Back To Basics Gaming",1
"Space Cat Studios,SnowFlame,Back To Basics Gaming",2
"Space Cat Studios,SnowFlame,Back To Basics Gaming",1
"Space Cat Studios,SnowFlame,Back To Basics Gaming",1
"Space Cat Studios,SnowFlame,Back To Basics Gaming",1
"Space Cat Studios,SnowFlame,Back To Basics Gaming",2
Unwonted Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,0
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,0
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,0
Bethesda Game Studios,0
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,0
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,0
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,0
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,0
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,0
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,2
Bethesda Game Studios,2
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,1
Bethesda Game Studios,1
LuGus Studios,2
LuGus Studios,2
LuGus Studios,2
LuGus Studios,2
Dinosaur Polo Club,2
Dinosaur Polo Club,2
Dinosaur Polo Club,2
Dinosaur Polo Club,2
Dinosaur Polo Club,1
Dinosaur Polo Club,2
Dinosaur Polo Club,2
Dinosaur Polo Club,2
Dinosaur Polo Club,2
Dinosaur Polo Club,2
Dinosaur Polo Club,2
Choice of Games,2
Choice of Games,1
Choice of Games,2
"SkyBox Labs,Forgotten Empires",1
Landfall,2
Landfall,2
Landfall,2
Interplay Inc.,1
Interplay Inc.,2
Interplay Inc.,2
Interplay Inc.,1
Interplay Inc.,1
Interplay Inc.,1
Interplay Inc.,2
Sonic Team,0
Sonic Team,2
Sonic Team,2
Sonic Team,2
"Idea Factory,Compile Heart,Felistella",1
"Idea Factory,Compile Heart,Felistella",1
"Idea Factory,Compile Heart,Felistella",1
"Zykov Eddy,Xitilon",1
"Zykov Eddy,Xitilon",2
Wildgrass,2
Hosted Games,1
Fatshark,2
Fatshark,2
Fatshark,0
Fatshark,2
Fatshark,1
Fatshark,2
Fatshark,2
Fatshark,2
Fatshark,0
Fatshark,2
Fatshark,1
Fatshark,2
Fatshark,2
Fatshark,2
"KADOKAWA,Yoji Ojima",2
"KADOKAWA,Yoji Ojima",2
Orange_Juice,2
Oreol,0
Snapshot Games Inc.,0
Snapshot Games Inc.,2
Snapshot Games Inc.,2
Snapshot Games Inc.,2
Peter Moorhead,2
Code Club AB,2
Double Damage Games,1
"Games by Robert, LLC",2
PiGravity,1
PiGravity,2
PiGravity,0
Tomorrow Corporation,2
Tomorrow Corporation,2
Tomorrow Corporation,2
Tomorrow Corporation,2
Madruga Works,2
Madruga Works,1
Codename Entertainment Inc.,2
Codename Entertainment Inc.,2
Telltale Games,2
Telltale Games,0
Telltale Games,2
Telltale Games,2
Telltale Games,1
Telltale Games,2
Telltale Games,1
Telltale Games,2
Telltale Games,0
Telltale Games,2
Telltale Games,2
Telltale Games,2
Telltale Games,2
Telltale Games,0
Telltale Games,2
Telltale Games,2
Telltale Games,1
Telltale Games,2
Telltale Games,2
Ion Storm,2
"Psyonix, Inc.",2
Switchblade Monkeys Entertainment,2
Switchblade Monkeys Entertainment,2
Switchblade Monkeys Entertainment,2
Switchblade Monkeys Entertainment,1
Switchblade Monkeys Entertainment,1
Iron Tower Studio,1
South East Games,1
South East Games,2
South East Games,2
South East Games,2
South East Games,2
South East Games,2
Kylotonn Racing Games,1
"Firaxis Games,Aspyr (Mac, Linux)",1
Zbigniew Ochman,1
Akakiy Petrushkin,2
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,0
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,2
Everything Unlimited Ltd.,1
Everything Unlimited Ltd.,1
Serenity Forge,2
"Jagex,Artplant",1
"KOEI TECMO GAMES CO., LTD.",2
"KOEI TECMO GAMES CO., LTD.",2
Visual Concepts,0
Visual Concepts,2
Visual Concepts,0
Visual Concepts,1
Visual Concepts,0
Gaming Minds Studios,1
Forbes Consult Ltd,2
"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason",2
"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason",1
"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason",2
"Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén",2
Cyanide Studios,1
Team Eleven Eleven,2
Team Eleven Eleven,2
Team Eleven Eleven,1
Team Eleven Eleven,1
Team Eleven Eleven,1
TML-Studios,2
CAT IN JAR GAMES,1
Digital Melody,1
Digital Melody,2
Digital Melody,2
Great War Team,2
BlueLine Games,2
BlueLine Games,1
BlueLine Games,1
BlueLine Games,2
ninjalex,2
ninjalex,2
SuperVillain Studios,1
SuperVillain Studios,1
SuperVillain Studios,2
SuperVillain Studios,1
SuperVillain Studios,2
SuperVillain Studios,2
SuperVillain Studios,1
SuperVillain Studios,1
SuperVillain Studios,1
ALICE IN DISSONANCE,2
ALICE IN DISSONANCE,2
Hammerfall Publishing,0
Hammerfall Publishing,2
Hammerfall Publishing,1
Hammerfall Publishing,2
marbenx,2
marbenx,1
marbenx,1
marbenx,1
marbenx,2
marbenx,2
marbenx,2
marbenx,1
marbenx,1
marbenx,1
marbenx,2
marbenx,2
marbenx,1
marbenx,0
marbenx,2
marbenx,1
marbenx,2
Eugen Systems,2
Baller Industries,1
storm_sharks,0
Rake in Grass,2
Rake in Grass,1
League of Geeks,2
League of Geeks,2
League of Geeks,2
"Jurlo,JetPackGone",2
Labyrinthine,1
Studio Eres,1
Razvan,1
Eforb,1
Eforb,2
Eforb,1
Eforb,2
Underdog Games,1
"gord10,Aslan Game Studio",1
"gord10,Aslan Game Studio",1
"GAME ARTS Co., Ltd.,SkyBox Labs",2
Capcom,0
Shiro Games,2
"Pinokl Games,Kverta",2
"Pinokl Games,Kverta",2
WARTEAM,2
WARTEAM,2
WARTEAM,0
WARTEAM,0
WARTEAM,2
WARTEAM,2
WARTEAM,2
WARTEAM,1
WARTEAM,2
WARTEAM,1
WARTEAM,2
WARTEAM,2
WARTEAM,0
WARTEAM,2
WARTEAM,2
WARTEAM,0
WARTEAM,1
WARTEAM,2
WARTEAM,1
WARTEAM,1
WARTEAM,2
WARTEAM,0
WARTEAM,1
WARTEAM,1
"Idea Factory,Design Factory",2
Vogelsap,1
BurstRay Games,2
SoftStar,2
Marxnet,2
Marxnet,1
"Edmund McMillen,James Id",2
Walter Machado,1
Walter Machado,2
HyperSloth,0
HyperSloth,2
HyperSloth,1
HyperSloth,1
HyperSloth,0
InvertMouse,1
Vertigo Games,1
David Szymanski,2
David Szymanski,1
David Szymanski,2
quad games,1
Never Don't Play,2
Lag Studios,2
Lag Studios,2
Lag Studios,1
Lag Studios,1
Lag Studios,1
Lag Studios,2
Lag Studios,2
Lag Studios,1
Lag Studios,2
Lag Studios,2
Lag Studios,1
Lag Studios,2
Lag Studios,0
Lag Studios,0
Lag Studios,0
Lag Studios,1
Lag Studios,1
Lag Studios,1
"Funselektor Labs Inc.,FlippFly",2
"Funselektor Labs Inc.,FlippFly",2
"Funselektor Labs Inc.,FlippFly",2
"Funselektor Labs Inc.,FlippFly",1
"Funselektor Labs Inc.,FlippFly",2
Freakinware Studios,2
Freakinware Studios,2
Freakinware Studios,2
Freakinware Studios,2
Freakinware Studios,2
Freakinware Studios,2
Freakinware Studios,1
Freakinware Studios,2
Freakinware Studios,0
Freakinware Studios,2
Freakinware Studios,1
Freakinware Studios,1
Stainless Games Ltd.,2
Stainless Games Ltd.,2
Stainless Games Ltd.,2
Stainless Games Ltd.,1
Stainless Games Ltd.,2
Stainless Games Ltd.,2
Stainless Games Ltd.,2
Stainless Games Ltd.,2
Stainless Games Ltd.,2
Stainless Games Ltd.,2
Stainless Games Ltd.,2
Stainless Games Ltd.,1
Stainless Games Ltd.,0
The Odd Gentlemen,1
The Odd Gentlemen,2
A Crowd of Monsters,1
Kronosaur Productions,2
KITATUS STUDIOS,0
KITATUS STUDIOS,0
"AndrewMD5,Codeusa",2
"AndrewMD5,Codeusa",2
ACQUIRE Corp.,2
Ragiva Games e.K.,2
bitHuffel,2
Proton Studio Inc,2
Proton Studio Inc,2
Proton Studio Inc,2
Proton Studio Inc,2
Proton Studio Inc,2
Proton Studio Inc,2
Proton Studio Inc,2
Proton Studio Inc,2
Proton Studio Inc,2
Proton Studio Inc,1
Proton Studio Inc,2
Hesketh Studios,2
Hesketh Studios,1
Hesketh Studios,2
Hesketh Studios,2
Hesketh Studios,0
Konsordo,1
Konsordo,2
Konsordo,1
Konsordo,2
Konsordo,0
PillowPigGames,1
Gambrinous,2
Real Dynamics,1
MachineSpirit,2
Black Shell Games,1
Black Shell Games,1
Black Shell Games,1
Black Shell Games,2
Baggy Cat Ltd,2
Baggy Cat Ltd,2
Moment Studio,0
Childish Things,1
Question,2
Question,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,0
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,0
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,0
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,0
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,0
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,0
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,0
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,0
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,0
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Gatling Goat Studios,2
YFC games,2
"Jackbox Games, Inc.",2
Tomasz Wacławek,2
Tomasz Wacławek,1
TimeSymmetry,1
TimeSymmetry,0
NotGames,2
NotGames,2
NotGames,2
NotGames,1
NotGames,2
NotGames,1
NotGames,2
NotGames,2
NotGames,1
NotGames,1
NotGames,1
NotGames,1
NotGames,1
NotGames,2
NotGames,1
"Acceleroto, Inc.",2
"Virgin Interactive Entertainment,PriitK",2
Skobbejak Games,0
Skobbejak Games,2
Zachtronics,2
Zachtronics,2
Zachtronics,1
PIXOWL INC.,1
PIXOWL INC.,1
PIXOWL INC.,1
Jae Lee Productions,1
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,1
Prism Game Studios Ltd.,1
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,0
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,0
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,2
Prism Game Studios Ltd.,1
Prism Game Studios Ltd.,0
Rocksteady Studios,2
Rocksteady Studios,1
Rocksteady Studios,1
Rocksteady Studios,1
Rocksteady Studios,2
Rocksteady Studios,2
Rocksteady Studios,0
Rocksteady Studios,2
Rocksteady Studios,2
Rocksteady Studios,2
Rocksteady Studios,1
Rocksteady Studios,1
Rocksteady Studios,1
Rocksteady Studios,2
Rocksteady Studios,2
Rocksteady Studios,2
Rocksteady Studios,2
Rocksteady Studios,1
Rocksteady Studios,1
Rocksteady Studios,2
Rocksteady Studios,1
Rocksteady Studios,2
Rocksteady Studios,2
Rocksteady Studios,1
Rocksteady Studios,1
Rocksteady Studios,2
